-28.2796755,-52.3942425,0.04,
-28.279675666667,-52.3942425,0.07,
-28.279675833333,-52.3942425,0.09,
-28.279676,-52.3942425,0.04,
-28.279676166667,-52.3942425,0.04,
-28.2796765,-52.394242666667,0.10,
-28.279676666667,-52.394242666667,0.09,
-28.279676833333,-52.3942425,0.11,
-28.279677,-52.3942425,0.01,
-28.279677166667,-52.3942425,0.16,
-28.2796775,-52.3942425,0.11,
-28.279677666667,-52.3942425,0.15,
-28.279678,-52.3942425,0.13,
-28.279678166667,-52.394242333333,0.21,
-28.279678666667,-52.394242166667,0.94,174.76
-28.279679333333,-52.3942415,1.88,167.47
-28.2796805,-52.394240666667,2.80,162.30
-28.279682,-52.394239333333,4.26,158.63
-28.2796835,-52.394238333333,3.10,155.78
-28.279685,-52.394237166667,3.39,151.79
-28.2796865,-52.394236,4.03,150.00
-28.279688,-52.394234833333,3.65,147.54
-28.2796895,-52.3942335,4.04,146.68
-28.279691333333,-52.394232166667,4.51,146.71
-28.2796935,-52.3942305,5.13,145.21
-28.2796955,-52.394228833333,5.01,144.80
-28.2796975,-52.394227,5.21,144.25
-28.279699666667,-52.394224833333,5.25,143.47
-28.279701833333,-52.3942235,4.93,144.49
-28.279704166667,-52.394222,5.80,145.08
-28.279706333333,-52.3942205,5.21,145.54
-28.279708666667,-52.394218833333,5.44,145.84
-28.279710833333,-52.394217,5.68,145.86
-28.279713166667,-52.394215166667,5.19,146.82
-28.279715333333,-52.3942135,5.19,146.01
-28.279717333333,-52.394212,4.90,146.83
-28.279719166667,-52.394210666667,4.17,147.68
-28.279721166667,-52.394209333333,4.79,147.69
-28.279723333333,-52.394207666667,5.55,147.47
-28.279725833333,-52.394205833333,6.22,147.07
-28.2797285,-52.394203833333,6.39,146.89
-28.279731,-52.394202,5.81,147.10
-28.279733833333,-52.394200333333,6.87,147.49
-28.279736666667,-52.394198166667,6.99,147.20
-28.279739333333,-52.394195833333,6.16,146.03
-28.279741833333,-52.3941935,6.54,144.52
-28.279744666667,-52.394191,7.12,144.70
-28.2797475,-52.394188333333,7.15,143.74
-28.279750166667,-52.394185833333,6.62,143.42
-28.279753,-52.3941835,6.66,143.94
-28.279755833333,-52.394181333333,6.99,144.11
-28.279758833333,-52.394179166667,6.74,144.34
-28.2797615,-52.394176833333,6.72,144.55
-28.279764166667,-52.3941745,6.64,144.39
-28.279767166667,-52.394172166667,7.22,144.84
-28.27977,-52.394169833333,6.95,144.74
-28.279772833333,-52.394167333333,6.54,144.38
-28.2797755,-52.394165166667,6.77,144.84
-28.279778333333,-52.394162833333,7.11,144.86
-28.279781,-52.394160666667,6.63,145.07
-28.279783666667,-52.394158333333,6.47,144.72
-28.279786333333,-52.394156166667,7.05,144.86
-28.279789166667,-52.394153833333,6.87,145.28
-28.279791833333,-52.3941515,6.98,145.09
-28.279794666667,-52.394149333333,6.75,145.29
-28.279797333333,-52.394147,6.73,144.81
-28.279800166667,-52.394144833333,7.04,145.03
-28.279803,-52.3941425,7.01,145.38
-28.279805666667,-52.394140166667,6.66,144.76
-28.2798085,-52.394138,6.87,145.29
-28.279811333333,-52.394135666667,6.98,144.52
-28.279814166667,-52.394133333333,7.13,144.52
-28.279817,-52.394131,6.92,144.55
-28.279819833333,-52.394128666667,7.26,144.76
-28.279822666667,-52.394126166667,7.07,144.63
-28.279825666667,-52.394123833333,7.13,144.96
-28.2798285,-52.3941215,7.41,143.96
-28.279831333333,-52.394118666667,7.50,143.46
-28.279834333333,-52.394116166667,7.19,144.23
-28.279837333333,-52.394114,7.13,144.05
-28.279840166667,-52.394111833333,6.82,144.76
-28.279843,-52.3941095,7.00,145.15
-28.279845833333,-52.394107333333,7.32,145.02
-28.279848833333,-52.394105,7.05,145.00
-28.279851666667,-52.3941025,7.43,144.52
-28.279854666667,-52.3941,7.18,144.46
-28.2798575,-52.394097666667,7.01,145.04
-28.2798605,-52.3940955,7.26,144.42
-28.279863333333,-52.394093166667,6.76,144.93
-28.279866166667,-52.394091,7.14,145.17
-28.279869,-52.394088666667,7.08,144.53
-28.279872,-52.394086333333,7.21,144.79
-28.279874666667,-52.394083833333,6.85,144.57
-28.2798775,-52.3940815,7.11,143.99
-28.279880333333,-52.394078833333,7.23,143.71
-28.279883166667,-52.3940765,6.98,144.11
-28.279886,-52.394074166667,6.91,144.17
-28.2798885,-52.394071666667,6.73,144.02
-28.279891,-52.394069166667,6.79,143.43
-28.2798935,-52.3940665,7.00,143.18
-28.279896333333,-52.394064166667,7.01,143.36
-28.279899333333,-52.394062,7.16,143.67
-28.279902166667,-52.394059666667,6.83,143.38
-28.279904833333,-52.394057333333,6.83,143.33
-28.279907666667,-52.394055,6.81,143.23
-28.2799105,-52.394052666667,7.27,143.48
-28.2799135,-52.394050333333,7.30,144.17
-28.279916333333,-52.394048,6.87,143.92
-28.279919333333,-52.394045666667,7.24,143.81
-28.279922,-52.394043166667,6.95,143.10
-28.279924666667,-52.394040666667,6.79,142.43
-28.2799275,-52.394038333333,6.86,143.03
-28.279930333333,-52.394036,7.23,142.60
-28.279933,-52.394033333333,7.36,142.11
-28.279935833333,-52.394030666667,7.30,141.62
-28.2799385,-52.394028,7.15,140.94
-28.279941166667,-52.394025666667,6.74,141.24
-28.279944,-52.394023333333,7.21,141.47
-28.279946833333,-52.394020833333,7.11,141.37
-28.279949333333,-52.394018333333,6.86,140.72
-28.279952,-52.394015666667,7.19,140.75
-28.279954833333,-52.394013166667,6.92,140.89
-28.2799575,-52.394010666667,6.85,141.11
-28.279960166667,-52.394008166667,6.93,141.09
-28.279962666667,-52.394005833333,6.67,141.07
-28.279965166667,-52.394003166667,6.90,140.00
-28.279967666667,-52.3940005,6.62,140.07
-28.279970333333,-52.393998,7.07,139.90
-28.279972833333,-52.393995166667,7.22,139.58
-28.2799755,-52.3939925,7.23,139.53
-28.279978,-52.393989666667,7.07,138.91
-28.279980333333,-52.393986666667,7.21,137.85
-28.279982666667,-52.393983833333,7.08,138.15
-28.279984833333,-52.393981166667,6.45,137.87
-28.279987166667,-52.393978333333,6.74,137.54
-28.279989333333,-52.393975666667,6.94,137.78
-28.279991833333,-52.393972666667,7.34,137.42
-28.279994166667,-52.393969666667,6.83,137.51
-28.279996333333,-52.393967,6.74,137.65
-28.279998666667,-52.393964166667,6.65,137.57
-28.280000833333,-52.3939615,6.55,137.70
-28.280003166667,-52.393958833333,7.01,138.30
-28.280005666667,-52.393956166667,6.83,138.10
-28.280007833333,-52.393953333333,6.34,138.17
-28.280010166667,-52.3939505,7.11,137.86
-28.280012666667,-52.393947833333,7.20,138.13
-28.280015,-52.393945,6.76,137.99
-28.2800175,-52.393942333333,6.81,138.27
-28.280019833333,-52.393939666667,6.62,138.43
-28.280022166667,-52.393937166667,6.49,138.39
-28.2800245,-52.3939345,6.92,138.74
-28.280027,-52.393931666667,6.85,138.52
-28.280029166667,-52.393929,6.56,137.94
-28.2800315,-52.3939265,6.69,138.04
-28.280033833333,-52.393923833333,6.58,138.78
-28.280036333333,-52.393921333333,6.74,138.93
-28.280038666667,-52.393918833333,6.45,138.92
-28.280041,-52.393916,7.02,138.06
-28.2800435,-52.393913333333,7.04,138.20
-28.280045833333,-52.393910666667,6.22,137.97
-28.280048166667,-52.393908166667,6.71,138.46
-28.280050666667,-52.3939055,6.88,138.85
-28.280053166667,-52.393902833333,6.69,138.15
-28.2800555,-52.3939,7.08,138.11
-28.280058,-52.3938975,6.62,138.80
-28.280060333333,-52.393895,6.56,138.43
-28.280062666667,-52.393892333333,6.80,138.33
-28.280065166667,-52.393889666667,6.76,138.33
-28.2800675,-52.393887,6.74,138.45
-28.280069833333,-52.3938845,6.47,138.11
-28.280072166667,-52.393881833333,6.51,138.22
-28.280074666667,-52.3938795,6.63,138.93
-28.280077,-52.393877,6.86,138.82
-28.280079333333,-52.393874333333,6.35,138.28
-28.280081666667,-52.393871666667,6.59,138.40
-28.280084166667,-52.393869166667,7.16,138.70
-28.280086666667,-52.393866666667,6.38,138.61
-28.280089,-52.393864166667,6.54,138.77
-28.2800915,-52.3938615,7.11,138.58
-28.280093833333,-52.393858833333,6.24,138.45
-28.280096166667,-52.393856333333,6.79,138.77
-28.280098666667,-52.393854,6.67,139.42
-28.280101166667,-52.3938515,6.63,139.03
-28.280103666667,-52.393848833333,6.87,139.34
-28.280106166667,-52.393846333333,6.73,139.23
-28.2801085,-52.393843833333,6.27,139.03
-28.280110666667,-52.3938415,6.46,138.30
-28.280113,-52.393838833333,6.33,138.28
-28.280115333333,-52.393836333333,6.92,138.64
-28.280117833333,-52.393833833333,6.52,139.28
-28.280120333333,-52.393831333333,6.80,139.36
-28.280122833333,-52.393828666667,6.73,139.10
-28.280125333333,-52.393826166667,6.76,139.64
-28.280127833333,-52.393823666667,6.92,140.00
-28.2801305,-52.393821166667,6.61,140.52
-28.280133,-52.393818833333,6.75,140.59
-28.2801355,-52.3938165,6.59,140.49
-28.280138,-52.393814,6.95,140.50
-28.2801405,-52.393811666667,6.46,141.27
-28.280143166667,-52.3938095,6.72,141.35
-28.280145666667,-52.393807166667,6.54,141.23
-28.280148166667,-52.393804833333,6.85,141.25
-28.280150666667,-52.3938025,6.44,141.27
-28.280153166667,-52.393800333333,6.59,141.86
-28.280155666667,-52.393798,6.60,141.63
-28.280158333333,-52.3937955,6.89,141.55
-28.280160833333,-52.393793166667,6.71,141.20
-28.280163333333,-52.393790833333,6.62,141.32
-28.280166,-52.3937885,6.91,141.48
-28.280168666667,-52.393786,6.81,141.32
-28.2801715,-52.393783666667,7.02,142.32
-28.280174166667,-52.393781333333,6.65,142.13
-28.280176666667,-52.393779166667,6.85,142.43
-28.2801795,-52.393776666667,7.02,142.46
-28.280182166667,-52.393774333333,6.64,142.78
-28.280184833333,-52.393772166667,6.78,143.24
-28.280187666667,-52.393769833333,7.11,143.43
-28.2801905,-52.3937675,6.73,143.58
-28.280193166667,-52.393765166667,6.67,143.97
-28.280196,-52.393763,7.14,144.11
-28.280198666667,-52.3937605,6.91,143.74
-28.280201333333,-52.393758,6.85,143.25
-28.280204,-52.3937555,7.20,142.67
-28.280206666667,-52.393752833333,7.03,142.28
-28.2802095,-52.393750166667,7.29,142.23
-28.280212166667,-52.3937475,7.08,142.11
-28.280214833333,-52.393744833333,7.02,141.38
-28.280217333333,-52.393742166667,6.96,140.98
-28.28022,-52.3937395,7.22,141.37
-28.280222833333,-52.393737,7.41,141.50
-28.2802255,-52.393734333333,6.94,141.10
-28.280228333333,-52.393731666667,7.49,140.91
-28.280231166667,-52.393728833333,7.67,140.45
-28.280233833333,-52.393725833333,7.80,139.75
-28.280236666667,-52.393723,7.55,139.83
-28.280239333333,-52.393720166667,7.34,139.18
-28.280242166667,-52.3937175,7.56,140.06
-28.280245166667,-52.393715,7.48,140.59
-28.280248,-52.3937125,7.14,140.78
-28.280250666667,-52.393709833333,7.47,140.76
-28.2802535,-52.393707166667,7.27,141.15
-28.2802565,-52.3937045,7.47,141.33
-28.280259333333,-52.393701833333,7.54,141.10
-28.280262333333,-52.393699166667,7.51,141.12
-28.280265166667,-52.393696333333,7.56,140.89
-28.280268,-52.393693666667,7.52,140.80
-28.280270666667,-52.393691,7.09,140.30
-28.2802735,-52.393688333333,7.46,140.52
-28.280276333333,-52.393685666667,7.57,140.73
-28.280279166667,-52.393683166667,7.45,141.01
-28.280282166667,-52.3936805,7.93,140.97
-28.280285,-52.393677833333,7.24,140.88
-28.280287833333,-52.393675166667,7.91,140.54
-28.280290833333,-52.393672333333,7.63,140.69
-28.280293666667,-52.393669833333,7.34,141.25
-28.280296666667,-52.393667333333,7.72,141.10
-28.2802995,-52.393664666667,7.74,140.58
-28.280302333333,-52.393661833333,7.70,140.74
-28.280305166667,-52.393659333333,7.21,140.78
-28.280308,-52.393656666667,7.84,140.73
