-28.2792305,-52.394134666667,0.14,
-28.279230333333,-52.394134666667,0.00,
-28.279230333333,-52.394134666667,0.14,
-28.279230333333,-52.394134666667,0.03,
-28.279230333333,-52.394134666667,0.07,
-28.279230333333,-52.394134666667,0.06,
-28.279230166667,-52.394134833333,0.03,
-28.279230166667,-52.394134833333,0.05,
-28.27923,-52.394134666667,0.08,
-28.27923,-52.394134666667,0.03,
-28.27923,-52.394134833333,0.06,
-28.279229833333,-52.394134833333,0.08,
-28.279229833333,-52.394134833333,0.05,
-28.279229833333,-52.394134833333,0.01,
-28.279229833333,-52.394135,0.09,
-28.279229833333,-52.394135,0.05,
-28.279229833333,-52.394135,0.06,
-28.27923,-52.394135,0.04,
-28.27923,-52.394135,0.02,
-28.27923,-52.394135,0.05,
-28.27923,-52.394135,0.10,
-28.27923,-52.394135,0.08,
-28.279230166667,-52.394135,0.12,
-28.279230166667,-52.394135,0.02,
-28.279230166667,-52.394135,0.04,
-28.279230166667,-52.394135,0.04,
-28.279230333333,-52.394135,0.05,
-28.279230333333,-52.394135,0.01,
-28.279230333333,-52.394134833333,0.06,
-28.279230333333,-52.394134833333,0.06,
-28.279230333333,-52.394134833333,0.08,
-28.2792305,-52.394134833333,0.12,
-28.2792305,-52.394134833333,0.03,
-28.2792305,-52.394134833333,0.09,
-28.2792305,-52.394134833333,0.05,
-28.2792305,-52.394134666667,0.07,
-28.2792305,-52.394134666667,0.11,
-28.279230666667,-52.3941345,0.09,
-28.279230666667,-52.3941345,0.02,
-28.279230666667,-52.394134333333,0.06,
-28.279230833333,-52.394134333333,0.11,
-28.279231166667,-52.394134166667,0.70,
-28.279231666667,-52.394134,1.04,-155.45
-28.279232333333,-52.3941335,1.49,-165.35
-28.279233333333,-52.394133,1.80,-173.64
-28.279234333333,-52.394132333333,2.41,177.95
-28.2792355,-52.3941315,2.85,171.66
-28.279236666667,-52.394130833333,2.68,167.68
-28.279238166667,-52.39413,3.07,164.03
-28.2792395,-52.394129166667,2.96,162.83
-28.279240833333,-52.3941285,2.72,160.58
-28.279242,-52.394127833333,2.70,157.99
-28.279243333333,-52.394127166667,3.17,156.61
-28.279244666667,-52.394126166667,3.12,154.42
-28.279246166667,-52.394125,3.65,152.73
-28.279247666667,-52.394124166667,2.95,152.71
-28.279249,-52.394123333333,3.30,151.45
-28.279250333333,-52.394122333333,2.94,149.59
-28.2792515,-52.394121333333,2.84,148.07
-28.279253,-52.3941205,3.44,148.43
-28.279254333333,-52.3941195,3.38,147.81
-28.2792555,-52.394118666667,2.53,148.76
-28.279256666667,-52.394117833333,2.69,148.56
-28.279258,-52.394117,3.33,148.12
-28.279259333333,-52.394116166667,3.38,149.85
-28.279260833333,-52.394115333333,3.28,149.79
-28.279262333333,-52.394114333333,3.67,149.71
-28.279263833333,-52.394113166667,3.83,149.51
-28.279265333333,-52.394112166667,3.20,149.49
-28.279266666667,-52.394111166667,3.54,149.25
-28.279268166667,-52.394110166667,3.27,149.03
-28.2792695,-52.394109166667,3.27,148.43
-28.279270833333,-52.394108166667,3.27,148.42
-28.279272166667,-52.394107166667,3.55,148.15
-28.279273833333,-52.394106166667,3.75,148.63
-28.279275166667,-52.394105166667,3.57,148.88
-28.279276666667,-52.394104166667,3.46,148.30
-28.279278,-52.394103166667,3.27,148.77
-28.279279333333,-52.394102166667,3.46,148.65
-28.279280833333,-52.394101,4.04,147.92
-28.2792825,-52.394099666667,4.02,147.57
-28.279284,-52.3940985,3.37,147.71
-28.2792855,-52.3940975,3.93,147.95
-28.279287166667,-52.394096333333,4.20,147.89
-28.279288833333,-52.394095,4.06,147.98
-28.2792905,-52.394093833333,3.86,148.38
-28.279292333333,-52.394092833333,4.14,148.97
-28.279294,-52.394091666667,4.01,148.79
-28.279295666667,-52.394090666667,3.75,150.08
-28.279297166667,-52.394089666667,3.69,150.02
-28.279298833333,-52.394088666667,4.12,149.90
-28.279300333333,-52.394087666667,3.28,149.99
-28.279302,-52.394086666667,3.82,150.68
-28.279303666667,-52.3940855,3.69,150.50
-28.2793055,-52.3940845,4.07,151.31
-28.279307166667,-52.394083333333,3.84,151.64
-28.279309,-52.394082333333,3.86,151.93
-28.279310666667,-52.394081166667,4.09,151.78
-28.2793125,-52.39408,4.01,151.28
-28.279314,-52.394079,3.76,151.47
-28.279315666667,-52.394077833333,4.15,150.30
-28.279317333333,-52.3940765,3.93,150.64
-28.279319166667,-52.394075666667,3.69,151.97
-28.279320833333,-52.394074666667,4.12,151.59
-28.279322666667,-52.394073666667,3.80,151.85
